*******************************************************************************
 Revised: Dec 02, 2013              Jupiter                                 599
 
 PHYSICAL DATA (updated 2009-Jan-28):
  Mass (10^24 kg)       =  1898.13+-.19   Density (g/cm^3)       =  1.326
  Equat. radius (1 bar) = 71492+-4 km     Polar radius (km)      = 66854+-10
  Volumetric mean radius= 69911+-6 km     Flattening             =  0.06487

  Rotation period       = 9h 55m 29.685s  Rot. rate(10^-4 rad/s) =  1.75865
  m = w^2a^3/GM         =  0.089195       Hydrostatic flat., fh  =  0.06509
  Inferred rot. period  =  9.894+-0.02 hr ks = 3*J2/m            =  0.494
  Mom. of inert. I/MRo^2=  0.254          I/MRo^2 (upper bound)  =  0.267 
  Rocky core mass (Mc/M)=  0.0261         Y factor (He/H ratio)  =  0.18+-0.04

  GM (km^3/s^2)         = 126,686,511     GM 1-sigma (km^3/s^2)  = +-100
  Equ. grav, ge (m/s^2) = 24.79           Pol. grav, gp (m/s^2)  = 28.34

  Geometric albedo      =  0.52           Visual magnitude V(1,0)= -9.40
  Vis. mag. (opposition)= -2.70           Obliquity to orbit     =  3.12 deg
  Sidereal orbit period = 11.862615 yr    Sidereal orbit period  = 4332.820 d
  Mean daily motion     = 0.0831294 deg/d Mean orbit velocity    = 13.0697 km/s

  Atmos. temp. (1 bar)  = 165+-5 K        Heat flow/mass (x10^7) = 15 erg/gm*s
  Planetary Solar Const =  50.5 W/m^2     Dipole tilt/offset     = 9.6deg/0.1Rp 
  Escape velocity (km/s)=  59.5           Mag.dip.mom(gauss-Rp^3)= 4.2 
  A_roche(ice)/Rp       =  2.76           Hill's sphere rad. Rp  = 740
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Tue Mar 15 19:58:19 2016 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Jupiter (599)                   {source: jup310}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2012-Nov-10 00:00:00.0000 UT      
Stop  time      : A.D. 2013-Mar-23 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : IAU_JUPITER                     {East-longitude -}
Target radii    : 71492.0 x 71492.0 x 66854.0 km  {Equator, meridian, pole}    
Center geodetic : 21.4283333,-30.721389,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 21.4283333,5487.83563,-3239.378 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude +}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE431mx}
Rel. light bend : Sun, EARTH                      {source: DE431mx}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
EOP file        : eop.160315.p160606                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2016-MAR-15. PREDICTS-> 2016-JUN-05
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar Elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table format    : Comma Separated Values (spreadsheet)
***********************************************************************************************************************
Date_________JDUT, , ,R.A._(ICRF/J2000.0), DEC_(ICRF/J2000.0), Azi_(a-app), Elev_(a-app), L_Ap_Sid_Time, L_Ap_Hour_Ang,
***********************************************************************************************************************
$$SOE
2456241.500000000, , , 72.80843, 21.66436,   2.3721, 37.5575,  4.7324296188,  -0.134902985,
2456241.541666667, ,m, 72.80337, 21.66385, 344.9761, 36.1228,  5.7351674402,   0.868172321,
2456241.583333333, ,m, 72.79831, 21.66332, 329.3044, 31.0720,  6.7379052615,   1.871247704,
2456241.625000000,N,m, 72.79327, 21.66278, 316.2814, 23.2273,  7.7406430829,   2.874322516,
2456241.666666667,*,m, 72.78824, 21.66223, 305.7379, 13.4539,  8.7433809042,   3.877396170,
2456241.708333333,*,m, 72.78325, 21.66167, 297.0758,  2.4100,  9.7461187257,   4.880468172,
2456241.750000000,*,m, 72.77829, 21.66111, 289.6733, -9.4617, 10.7488565473,   5.883538163,
2456241.791666667,*,m, 72.77336, 21.66055, 282.9768,-21.8697, 11.7515943690,   6.886605940,
2456241.833333333,*,m, 72.76846, 21.65999, 276.4321,-34.6114, 12.7543321908,   7.889671470,
2456241.875000000,*,m, 72.76359, 21.65944, 269.2753,-47.5202, 13.7570700129,   8.892734892,
2456241.916666667,*,m, 72.75875, 21.65889, 259.8679,-60.3885, 14.7598078352,   9.895796508,
2456241.958333333,*,m, 72.75392, 21.65836, 242.4928,-72.6706, 15.7625456578,  10.898856759,
2456242.000000000,*,m, 72.74910, 21.65783, 188.6404,-80.8618, 16.7652834807,  11.901916240,
2456242.041666667,*,m, 72.74427, 21.65732, 123.4183,-74.8520, 17.7680213039, -11.095024428,
2456242.083333333,*, , 72.73943, 21.65682, 102.5611,-62.8678, 18.7707591275, -10.091964663,
2456242.125000000,*, , 72.73457, 21.65634,  92.3090,-50.0476, 19.7734969514,  -9.088903760,
2456242.166666667,*, , 72.72968, 21.65586,  84.8921,-37.1265, 20.7762347758,  -8.085841133,
2456242.208333333,*, , 72.72476, 21.65539,  78.3012,-24.3386, 21.7789726007,  -7.082776299,
2456242.250000000,N, , 72.71979, 21.65492,  71.6807,-11.8505, 22.7817104260,  -6.079708904,
2456242.291666667, , , 72.71478, 21.65445,  64.4587,  0.1464, 23.7844482520,  -5.076638752,
2456242.333333333, , , 72.70974, 21.65397,  56.0901, 11.3826,  0.7871860784,  -4.073565818,
2456242.375000000, , , 72.70465, 21.65349,  45.9657, 21.4505,  1.7899239055,  -3.070490250,
2456242.416666667, , , 72.69954, 21.65300,  33.4627, 29.7373,  2.7926617332,  -2.067412358,
2456242.458333333, , , 72.69440, 21.65250,  18.2769, 35.4086,  3.7953995616,  -1.064332593,
2456242.500000000, , , 72.68924, 21.65199,   1.0777, 37.5983,  4.7981373906,  -0.061251517,
2456242.541666667, , , 72.68409, 21.65146, 343.7433, 35.8785,  5.8008752204,   0.941830235,
2456242.583333333, ,m, 72.67893, 21.65092, 328.2482, 30.5903,  6.8036130510,   1.944912002,
2456242.625000000,N,m, 72.67380, 21.65036, 315.4203, 22.5750,  7.8063508825,   2.947993136,
2456242.666666667,*,m, 72.66868, 21.64980, 305.0361, 12.6874,  8.8090887147,   3.951073053,
2456242.708333333,*,m, 72.66359, 21.64923, 296.4861,  1.5687,  9.8118265479,   4.954151270,
2456242.750000000,*,m, 72.65854, 21.64866, 289.1529,-10.3519, 10.8145643819,   5.957227435,
2456242.791666667,*,m, 72.65352, 21.64809, 282.4860,-22.7913, 11.8173022170,   6.960301358,
2456242.833333333,*,m, 72.64853, 21.64752, 275.9253,-35.5514, 12.8200400530,   7.963373018,
2456242.875000000,*,m, 72.64357, 21.64695, 268.6745,-48.4658, 13.8227778901,   8.966442567,
2456242.916666667,*,m, 72.63863, 21.64640, 258.9670,-61.3177, 14.8255157282,   9.969510318,
2456242.958333333,*,m, 72.63371, 21.64585, 240.3992,-73.4984, 15.8282535674,  10.972576723,
2456243.000000000,*,m, 72.62879, 21.64532, 182.1566,-80.9390, 16.8309914078,  11.975642395,
2456243.041666667,*,m, 72.62387, 21.64480, 121.0669,-74.0400, 17.8337292493, -11.021292067,
2456243.083333333,*,m, 72.61894, 21.64429, 101.6390,-61.9328, 18.8364670920, -10.018226054,
2456243.125000000,*, , 72.61399, 21.64379,  91.7223,-49.0925, 19.8392049360,  -9.015158870,
2456243.166666667,*, , 72.60900, 21.64330,  84.4072,-36.1748, 20.8419427812,  -8.012089934,
2456243.208333333,*, , 72.60398, 21.64281,  77.8353,-23.4028, 21.8446806277,  -7.009018770,
2456243.250000000,N, , 72.59892, 21.64233,  71.1876,-10.9429, 22.8474184756,  -6.005945035,
2456243.291666667, , , 72.59382, 21.64185,  63.8996,  1.0096, 23.8501563249,  -5.002868543,
2456243.333333333, , , 72.58867, 21.64137,  55.4228, 12.1771,  0.8528941755,  -3.999789282,
2456243.375000000, , , 72.58349, 21.64087,  45.1428, 22.1391,  1.8556320276,  -2.996707411,
2456243.416666667, , , 72.57829, 21.64037,  32.4435, 30.2656,  2.8583698812,  -1.993623252,
2456243.458333333, , , 72.57305, 21.63986,  17.0676, 35.7095,  3.8611077363,  -0.990537264,
2456243.500000000, , , 72.56781, 21.63933, 359.7791, 37.6179,  4.8638455929,   0.012549983,
2456243.541666667, , , 72.56256, 21.63879, 342.5179, 35.6144,  5.8665834510,   1.015637852,
2456243.583333333, , , 72.55732, 21.63824, 327.2044, 30.0929,  6.8693213107,   2.018725678,
2456243.625000000,N,m, 72.55209, 21.63767, 314.5705, 21.9114,  7.8720591721,   3.021812820,
2456243.666666667,*,m, 72.54688, 21.63710, 304.3424, 11.9128,  8.8747970351,   4.024898697,
2456243.708333333,*,m, 72.54171, 21.63652, 295.9015,  0.7215,  9.8775348997,   5.027982834,
2456243.750000000,*,m, 72.53656, 21.63593, 288.6347,-11.2466, 10.8802727660,   6.031064893,
2456243.791666667,*,m, 72.53145, 21.63535, 281.9945,-23.7165, 11.8830106341,   7.034144694,
2456243.833333333,*,m, 72.52638, 21.63477, 275.4135,-36.4941, 12.8857485039,   8.037222229,
2456243.875000000,*,m, 72.52133, 21.63419, 268.0596,-49.4129, 13.8884863755,   9.040297664,
2456243.916666667,*,m, 72.51630, 21.63362, 258.0227,-62.2457, 14.8912242489,  10.043371322,
2456243.958333333,*,m, 72.51129, 21.63307, 238.1093,-74.3095, 15.8939621241,  11.046443666,
2456244.000000000,*,m, 72.50629, 21.63252, 175.6274,-80.9079, 16.8967000011, -11.950484677,
2456244.041666667,*,m, 72.50128, 21.63199, 118.9162,-73.2072, 17.8994378800, -10.947413130,
2456244.083333333,*,m, 72.49625, 21.63147, 100.7566,-60.9928, 18.9021757607,  -9.944341055,
2456244.125000000,*,m, 72.49121, 21.63096,  91.1467,-48.1352, 19.9049136434,  -8.941267770,
2456244.166666667,*, , 72.48613, 21.63046,  83.9249,-35.2219, 20.9076515279,  -7.938192701,
2456244.208333333,*, , 72.48102, 21.62997,  77.3680,-22.4666, 21.9103894145,  -6.935115380,
2456244.250000000,N, , 72.47586, 21.62947,  70.6902,-10.0359, 22.9131273029,  -5.932035476,
2456244.291666667, , , 72.47067, 21.62898,  63.3331,  1.8706, 23.9158651933,  -4.928952817,
2456244.333333333, , , 72.46543, 21.62848,  54.7445, 12.9670,  0.9186030857,  -3.925867403,
2456244.375000000, , , 72.46016, 21.62798,  44.3049, 22.8196,  1.9213409801,  -2.922779407,
2456244.416666667, , , 72.45486, 21.62746,  31.4071, 30.7809,  2.9240788765,  -1.919689164,
2456244.458333333, , , 72.44954, 21.62694,  15.8444, 35.9920,  3.9268167749,  -0.916597143,
2456244.500000000, , , 72.44420, 21.62640, 358.4775, 37.6162,  4.9295546753,   0.086496077,
2456244.541666667, , , 72.43887, 21.62585, 341.3008, 35.3305,  5.9322925777,   1.089589855,
2456244.583333333,A, , 72.43354, 21.62528, 326.1730, 29.5802,  6.9350304822,   2.092683526,
2456244.625000000,N,m, 72.42822, 21.62470, 313.7319, 21.2366,  7.9377683887,   3.095776448,
2456244.666666667,*,m, 72.42293, 21.62412, 303.6568, 11.1303,  8.9405062973,   4.098868049,
2456244.708333333,*,m, 72.41767, 21.62353, 295.3218, -0.1316,  9.9432442079,   5.101957862,
2456244.750000000,*,m, 72.41244, 21.62293, 288.1185,-12.1458, 10.9459821206,   6.105045557,
2456244.791666667,*,m, 72.40725, 21.62233, 281.5020,-24.6451, 11.9487200353,   7.108130970,
2456244.833333333,*,m, 72.40209, 21.62174, 274.8961,-37.4394, 12.9514579520,   8.111214105,
2456244.875000000,*,m, 72.39696, 21.62116, 267.4295,-50.3615, 13.9541958709,   9.114295141,
2456244.916666667,*,m, 72.39185, 21.62058, 257.0307,-63.1719, 14.9569337917,  10.117374413,
2456244.958333333,*,m, 72.38675, 21.62001, 235.5960,-75.1004, 15.9596717146,  11.120452396,
2456245.000000000,*,m, 72.38166, 21.61946, 169.2014,-80.7689, 16.9624096396, -11.876470268,
2456245.041666667,*,m, 72.37656, 21.61891, 116.9420,-72.3564, 17.9651475665, -10.873393022,
2456245.083333333,*,m, 72.37145, 21.61838,  99.9104,-60.0484, 18.9678854955,  -9.870315201,
2456245.125000000,*,m, 72.36632, 21.61787,  90.5814,-47.1757, 19.9706234265,  -8.867236134,
2456245.166666667,*,m, 72.36115, 21.61735,  83.4449,-34.2679, 20.9733613595,  -7.864155252,
2456245.208333333,*, , 72.35595, 21.61685,  76.8991,-21.5302, 21.9760992945,  -6.861072094,
2456245.250000000,N, , 72.35071, 21.61634,  70.1882, -9.1298, 22.9788372315,  -5.857986340,
2456245.291666667, , , 72.34543, 21.61584,  62.7589,  2.7292, 23.9815751704,  -4.854897830,
2456245.333333333, , , 72.34011, 21.61533,  54.0550, 13.7521,  0.9843131113,  -3.851806576,
2456245.375000000, , , 72.33475, 21.61482,  43.4520, 23.4916,  1.9870510541,  -2.848712765,
2456245.416666667, , , 72.32936, 21.61429,  30.3535, 31.2826,  2.9897889988,  -1.845616740,
2456245.458333333, , , 72.32395, 21.61375,  14.6079, 36.2555,  3.9925269455,  -0.842518982,
2456245.500000000, , , 72.31853, 21.61320, 357.1739, 37.5930,  4.9952648940,   0.160579925,
2456245.541666667, , , 72.31311, 21.61264, 340.0926, 35.0272,  5.9980028443,   1.163679334,
2456245.583333333,A, , 72.30770, 21.61206, 325.1543, 29.0524,  7.0007407965,   2.166778581,
2456245.625000000,N, , 72.30230, 21.61147, 312.9044, 20.5511,  8.0034787505,   3.169877026,
2456245.666666667,*,m, 72.29693, 21.61087, 302.9791, 10.3401,  9.0062167063,   4.172974102,
2456245.708333333,*,m, 72.29159, 21.61027, 294.7468, -0.9904, 10.0089546638,   5.176069351,
2456245.750000000,*,m, 72.28628, 21.60966, 287.6042,-13.0492, 11.0116926231,   6.179162455,
2456245.791666667,*,m, 72.28101, 21.60905, 281.0083,-25.5770, 12.0144305842,   7.182253259,
2456245.833333333,*,m, 72.27576, 21.60845, 274.3729,-38.3870, 13.0171685468,   8.185341781,
2456245.875000000,*,m, 72.27055, 21.60785, 266.7830,-51.3111, 14.0199065112,   9.188428211,
2456245.916666667,*,m, 72.26536, 21.60727, 255.9860,-64.0958, 15.0226444771,  10.191512897,
2456245.958333333,*,m, 72.26018, 21.60669, 232.8289,-75.8674, 16.0253824447,  11.194596321,
2456246.000000000,*,m, 72.25501, 21.60612, 163.0132,-80.5262, 17.0281204137, -11.802320861,
2456246.041666667,*,m, 72.24983, 21.60557, 115.1233,-71.4898, 18.0308583844, -10.799238111,
2456246.083333333,*,m, 72.24463, 21.60503,  99.0970,-59.0998, 19.0335963565,  -9.796154743,
2456246.125000000,*,m, 72.23942, 21.60450,  90.0255,-46.2144, 20.0363343301,  -8.793070095,
2456246.166666667,*,m, 72.23417, 21.60398,  82.9668,-33.3129, 21.0390723051,  -7.789983606,
2456246.208333333,*,m, 72.22888, 21.60346,  76.4284,-20.5937, 22.0418102814,  -6.786894827,
2456246.250000000,N, , 72.22355, 21.60295,  69.6814, -8.2247, 23.0445482591,  -5.783803446,
2456246.291666667, , , 72.21819, 21.60244,  62.1769,  3.5851,  0.0472862382,  -4.780709317,
2456246.333333333, , , 72.21278, 21.60192,  53.3540, 14.5321,  1.0500242185,  -3.777612467,
2456246.375000000, , , 72.20734, 21.60139,  42.5837, 24.1546,  2.0527622000,  -2.774513094,
2456246.416666667, , , 72.20187, 21.60085,  29.2828, 31.7703,  3.0555001827,  -1.771411553,
2456246.458333333, , , 72.19638, 21.60030,  13.3588, 36.4997,  4.0582381665,  -0.768308336,
2456246.500000000, , , 72.19088, 21.59974, 355.8694, 37.5482,  5.0609761515,   0.234795968,
2456246.541666667, , , 72.18538, 21.59916, 338.8940, 34.7045,  6.0637141375,   1.237900708,
2456246.583333333,A, , 72.17989, 21.59857, 324.1485, 28.5099,  7.0664521245,   2.241005220,
2456246.625000000,N, , 72.17442, 21.59797, 312.0879, 19.8551,  8.0691901125,   3.244108869,
2456246.666666667,*, , 72.16897, 21.59736, 302.3092,  9.5424,  9.0719281015,   4.247211093,
2456246.708333333,*,m, 72.16355, 21.59675, 294.1765, -1.8546, 10.0746660913,   5.250311444,
2456246.750000000,*,m, 72.15816, 21.59613, 287.0916,-13.9568, 11.0774040820,   6.253409617,
2456246.791666667,*,m, 72.15281, 21.59551, 280.5131,-26.5120, 12.0801420734,   7.256505470,
2456246.833333333,*,m, 72.14750, 21.59490, 273.8433,-39.3369, 13.0828800657,   8.259599034,
2456246.875000000,*,m, 72.14221, 21.59429, 266.1186,-52.2617, 14.0856180586,   9.262690515,
2456246.916666667,*,m, 72.13694, 21.59369, 254.8827,-65.0167, 15.0883560522,  10.265780270,
2456246.958333333,*,m, 72.13168, 21.59311, 229.7742,-76.6058, 16.0910940465,  11.268868794,
2456247.000000000,*,m, 72.12643, 21.59253, 157.1673,-80.1869, 17.0938320413, -11.728043245,
2456247.041666667,*,m, 72.12118, 21.59197, 113.4417,-70.6094, 18.0965700366, -10.724955322,
2456247.083333333,*,m, 72.11590, 21.59142,  98.3136,-58.1475, 19.0993080324,  -9.721866732,
2456247.125000000,*,m, 72.11061, 21.59088,  89.4783,-45.2512, 20.1020460287,  -8.718776821,
2456247.166666667,*,m, 72.10528, 21.59035,  82.4904,-32.3572, 21.1047840253,  -7.715685037,
2456247.208333333,*,m, 72.09991, 21.58982,  75.9557,-19.6573, 22.1075220223,  -6.712590935,
2456247.250000000,N,m, 72.09451, 21.58930,  69.1697, -7.3208, 23.1102600196,  -5.709494218,
2456247.291666667, ,m, 72.08906, 21.58877,  61.5868,  4.4381,  0.1129980171,  -4.706394750,
2456247.333333333, , , 72.08357, 21.58824,  52.6411, 15.3065,  1.1157360148,  -3.703292572,
2456247.375000000, , , 72.07805, 21.58770,  41.6997, 24.8083,  2.1184740127,  -2.700187894,
2456247.416666667, , , 72.07251, 21.58715,  28.1950, 32.2432,  3.1212120107,  -1.697081085,
2456247.458333333, , , 72.06694, 21.58659,  12.0979, 36.7242,  4.1239500088,  -0.693972644,
2456247.500000000, , , 72.06136, 21.58602, 354.5650, 37.4818,  5.1266880069,   0.309136832,
2456247.541666667, , , 72.05579, 21.58543, 337.7056, 34.3627,  6.1294260049,   1.312246689,
2456247.583333333,A, , 72.05022, 21.58483, 323.1557, 27.9530,  7.1321640029,   2.315356260,
2456247.625000000,N, , 72.04467, 21.58422, 311.2823, 19.1489,  8.1349020008,   3.318464914,
2456247.666666667,*, , 72.03915, 21.58360, 301.6468,  8.7374,  9.1376399984,   4.321572096,
2456247.708333333,*, , 72.03365, 21.58297, 293.6106, -2.7241, 10.1403779959,   5.324677365,
2456247.750000000,*,m, 72.02820, 21.58234, 286.5807,-14.8683, 11.1431159931,   6.327780426,
2456247.791666667,*,m, 72.02277, 21.58172, 280.0162,-27.4501, 12.1458539900,   7.330881150,
2456247.833333333,*,m, 72.01738, 21.58109, 273.3067,-40.2889, 13.1485919865,   8.333979581,
2456247.875000000,*,m, 72.01202, 21.58048, 265.4349,-53.2130, 14.1513299827,   9.337075934,
2456247.916666667,*,m, 72.00668, 21.57987, 253.7143,-65.9339, 15.1540679784,  10.340170579,
2456247.958333333,*,m, 72.00135, 21.57927, 226.3955,-77.3100, 16.1568059735,  11.343264020,
2456248.000000000,*,m, 71.99602, 21.57869, 151.7313,-79.7601, 17.1595439682, -11.653643067,
2456248.041666667,*,m, 71.99069, 21.57812, 111.8812,-69.7168, 18.1622819623, -10.650550167,
2456248.083333333,*,m, 71.98534, 21.57756,  97.5575,-57.1916, 19.1650199558,  -9.647456560,
2456248.125000000,*,m, 71.97997, 21.57701,  88.9390,-44.2865, 20.1677579486,  -8.644361604,
2456248.166666667,*,m, 71.97457, 21.57647,  82.0154,-31.4008, 21.1704959407,  -7.641264751,
2456248.208333333,*,m, 71.96912, 21.57593,  75.4808,-18.7212, 22.1732339321,  -6.638165567,
2456248.250000000,N,m, 71.96364, 21.57540,  68.6529, -6.4184, 23.1759719227,  -5.635063766,
2456248.291666667, ,m, 71.95812, 21.57486,  60.9883,  5.2879,  0.1787099124,  -4.631959226,
2456248.333333333, ,m, 71.95256, 21.57432,  51.9161, 16.0752,  1.1814479013,  -3.628851999,
2456248.375000000, , , 71.94696, 21.57377,  40.7999, 25.4522,  2.1841858893,  -2.625742308,
2456248.416666667, , , 71.94134, 21.57321,  27.0902, 32.7011,  3.1869238764,  -1.622630533,
2456248.458333333, , , 71.93570, 21.57263,  10.8259, 36.9285,  4.1896618624,  -0.619517181,
2456248.500000000, , , 71.93005, 21.57205, 353.2617, 37.3937,  5.1923998475,   0.383597145,
2456248.541666667, , , 71.92441, 21.57145, 336.5282, 34.0022,  6.1951378315,   1.386711787,
2456248.583333333,A, , 71.91877, 21.57084, 322.1759, 27.3821,  7.1978758145,   2.389826081,
2456248.625000000,N, , 71.91315, 21.57022, 310.4875, 18.4327,  8.2006137963,   3.392939400,
2456248.666666667,*, , 71.90756, 21.56959, 300.9919,  7.9255,  9.2033517771,   4.396051195,
2456248.708333333,*, , 71.90200, 21.56895, 293.0491, -3.5987, 10.2060897566,   5.399161037,
2456248.750000000,*, , 71.89647, 21.56831, 286.0711,-15.7837, 11.2088277349,   6.402268643,
2456248.791666667,*,m, 71.89098, 21.56767, 279.5174,-28.3910, 12.2115657120,   7.405373897,
2456248.833333333,*,m, 71.88552, 21.56704, 272.7628,-41.2429, 13.2143036878,   8.408476857,
2456248.875000000,*,m, 71.88009, 21.56641, 264.7303,-54.1648, 14.2170416624,   9.411577751,
2456248.916666667,*,m, 71.87468, 21.56580, 252.4734,-66.8467, 15.2197796356,  10.414676960,
2456248.958333333,*,m, 71.86928, 21.56519, 222.6555,-77.9734, 16.2225176075,  11.417774999,
2456249.000000000,*,m, 71.86389, 21.56460, 146.7370,-79.2560, 17.2252555781, -11.579127448,
2456249.041666667,*,m, 71.85848, 21.56402, 110.4279,-68.8136, 18.2279935472, -10.576029873,
2456249.083333333,*,m, 71.85307, 21.56345,  96.8265,-56.2327, 19.2307315149,  -9.572931544,
2456249.125000000,*,m, 71.84762, 21.56289,  88.4071,-43.3204, 20.2334694812,  -8.569831827,
2456249.166666667,*,m, 71.84215, 21.56234,  81.5414,-30.4440, 21.2362074461,  -7.566730183,
2456249.208333333,*,m, 71.83663, 21.56179,  75.0035,-17.7855, 22.2389454095,  -6.563626188,
2456249.250000000,N,m, 71.83108, 21.56125,  68.1307, -5.5176, 23.2416833713,  -5.560519566,
2456249.291666667, ,m, 71.82548, 21.56070,  60.3813,  6.1344,  0.2444213317,  -4.557410209,
2456249.333333333, ,m, 71.81985, 21.56015,  51.1788, 16.8377,  1.2471592905,  -3.554298184,
2456249.375000000, , , 71.81418, 21.55959,  39.8841, 26.0858,  2.2498972478,  -2.551183727,
2456249.416666667, , , 71.80849, 21.55902,  25.9687, 33.1433,  3.2526352036,  -1.548067228,
2456249.458333333, , , 71.80278, 21.55843,   9.5437, 37.1124,  4.2553731577,  -0.544949206,
2456249.500000000, , , 71.79707, 21.55784, 351.9606, 37.2840,  5.2581111103,   0.458169729,
2456249.541666667, , , 71.79135, 21.55723, 335.3621, 33.6232,  6.2608490613,   1.461288918,
2456249.583333333,A, , 71.78565, 21.55660, 321.2094, 26.7975,  7.2635870106,   2.464407694,
2456249.625000000,N, , 71.77996, 21.55597, 309.7033, 17.7069,  8.2663249583,   3.467525434,
2456249.666666667,*, , 71.77430, 21.55533, 300.3443,  7.1067,  9.2690629044,   4.470641596,
2456249.708333333,*, , 71.76868, 21.55468, 292.4917, -4.4782, 10.2718008488,   5.473755759,
2456249.750000000,*, , 71.76309, 21.55404, 285.5628,-16.7028, 11.2745387916,   6.476867652,
2456249.791666667,*, , 71.75754, 21.55339, 279.0164,-29.3347, 12.2772767328,   7.479977170,
2456249.833333333,*,m, 71.75201, 21.55274, 272.2108,-42.1986, 13.2800146722,   8.483084385,
2456249.875000000,*,m, 71.74652, 21.55211, 264.0030,-55.1167, 14.2827526100,   9.486189537,
2456249.916666667,*,m, 71.74104, 21.55148, 251.1515,-67.7541, 15.2854905461,  10.489293018,
2456249.958333333,*,m, 71.73558, 21.55087, 218.5185,-78.5884, 16.2882284805,  11.492395354,
2456250.000000000,*,m, 71.73012, 21.55027, 142.1868,-78.6844, 17.2909664133, -11.504502770,
2456250.041666667,*,m, 71.72465, 21.54968, 109.0699,-67.9009, 18.2937043443, -10.501400843,
2456250.083333333,*,m, 71.71917, 21.54910,  96.1183,-55.2708, 19.2964422737,  -9.498298128,
2456250.125000000,*,m, 71.71366, 21.54853,  87.8819,-42.3531, 20.2991802014,  -8.495193999,
2456250.166666667,*,m, 71.70811, 21.54797,  81.0683,-29.4868, 21.3019181274,  -7.492087921,
2456250.208333333,*,m, 71.70253, 21.54742,  74.5236,-16.8503, 22.3046560517,  -6.488979481,
2456250.250000000,N,m, 71.69691, 21.54686,  67.6031, -4.6185, 23.3073939744,  -5.485868415,
2456250.291666667, ,m, 71.69125, 21.54631,  59.7654,  6.9772,  0.3101318953,  -4.482754625,
2456250.333333333, ,m, 71.68555, 21.54574,  50.4288, 17.5937,  1.3128698146,  -3.479638191,
2456250.375000000, ,m, 71.67982, 21.54517,  38.9521, 26.7087,  2.3156077322,  -2.476519361,
2456250.416666667, , , 71.67407, 21.54459,  24.8307, 33.5694,  3.3183456481,  -1.473398536,
2456250.458333333, , , 71.66829, 21.54400,   8.2520, 37.2754,  4.3210835624,  -0.470276240,
2456250.500000000, , , 71.66251, 21.54339, 350.6628, 37.1526,  5.3238214750,   0.532846909,
2456250.541666667, , , 71.65674, 21.54277, 334.2081, 33.2261,  6.3265593860,   1.535970252,
2456250.583333333,A, , 71.65097, 21.54214, 320.2560, 26.1995,  7.3292972953,   2.539093124,
2456250.625000000,N, , 71.64523, 21.54150, 308.9297, 16.9718,  8.3320352030,   3.542214905,
2456250.666666667,*, , 71.63951, 21.54084, 299.7038,  6.2813,  9.3347731090,   4.545335063,
2456250.708333333,*, , 71.63383, 21.54019, 291.9383, -5.3625, 10.3375110135,   5.548453188,
2456250.750000000,*, , 71.62818, 21.53953, 285.0555,-17.6254, 11.3402489163,   6.551569019,
2456250.791666667,*, , 71.62256, 21.53887, 278.5130,-30.2809, 12.3429868175,   7.554682466,
2456250.833333333,*, , 71.61698, 21.53822, 271.6502,-43.1560, 13.3457247171,   8.557793613,
2456250.875000000,*, , 71.61143, 21.53758, 263.2510,-56.0685, 14.3484626152,   9.560902713,
2456250.916666667,*,m, 71.60589, 21.53694, 249.7388,-68.6549, 15.3512005117,  10.564010170,
2456250.958333333,*,m, 71.60037, 21.53632, 213.9551,-79.1463, 16.3539384066,  11.567116520,
2456251.000000000,*,m, 71.59485, 21.53571, 138.0629,-78.0547, 17.3566763000, -11.429777552,
2456251.041666667,*,m, 71.58932, 21.53511, 107.7967,-66.9797, 18.3594141919, -10.426671532,
2456251.083333333,*,m, 71.58377, 21.53453,  95.4312,-54.3064, 19.3621520822,  -9.423564679,
2456251.125000000,*,m, 71.57820, 21.53395,  87.3628,-41.3846, 20.3648899710,  -8.420456377,
2456251.166666667,*,m, 71.57259, 21.53338,  80.5957,-28.5294, 21.3676278584,  -7.417346098,
2456251.208333333,*,m, 71.56695, 21.53282,  74.0409,-15.9159, 22.3703657442,  -6.414233440,
2456251.250000000,N,m, 71.56127, 21.53225,  67.0697, -3.7216, 23.3731036286,  -5.411118150,
