Date_________JDUT, , ,R.A._(ICRF/J2000.0), DEC_(ICRF/J2000.0), Azi_(a-app), Elev_(a-app), L_Ap_Sid_Time, L_Ap_Hour_Ang,
***********************************************************************************************************************
$$SOE
2456307.625000000,N, , 64.80166, 20.75550, 276.4257,-32.3871, 12.0775089464,   7.744016824,
2456307.666666667,*, , 64.79943, 20.75526, 269.2224,-45.2940, 13.0802467964,   8.746904905,
2456307.708333333,*, , 64.79723, 20.75502, 259.9527,-58.1604, 14.0829846456,   9.749790564,
2456307.750000000,*, , 64.79505, 20.75480, 243.8402,-70.4807, 15.0857224941,  10.752674200,
2456307.791666667,*, , 64.79290, 20.75458, 199.2123,-79.5316, 16.0884603419,  11.755556343,
2456307.833333333,*,m, 64.79075, 20.75438, 131.5018,-75.7448, 17.0911981891, -11.241562395,
2456307.875000000,*,m, 64.78860, 20.75420, 106.4308,-64.2975, 18.0939360356, -10.238681498,
2456307.916666667,*,m, 64.78644, 20.75402,  94.8808,-51.5890, 19.0966738816,  -9.235800288,
2456307.958333333,*,m, 64.78426, 20.75385,  86.9545,-38.6682, 20.0994117269,  -8.232918200,
2456308.000000000,*,m, 64.78206, 20.75370,  80.1558,-25.8264, 21.1021495718,  -7.230034758,
2456308.041666667,*,m, 64.77984, 20.75354,  73.4878,-13.2409, 22.1048874161,  -6.227149606,
2456308.083333333,*,m, 64.77758, 20.75339,  66.3309, -1.0986, 23.1076252600,  -5.224262534,
2456308.125000000,*,m, 64.77530, 20.75323,  58.1241, 10.3460,  0.1103631034,  -4.221373488,
2456308.166666667,*,m, 64.77299, 20.75308,  48.2455, 20.7090,  1.1131009464,  -3.218482580,
2456308.208333333,*,m, 64.77065, 20.75291,  36.0273, 29.4057,  2.1158387889,  -2.215590077,
2456308.250000000,C,m, 64.76831, 20.75274,  21.0388, 35.6112,  3.1185766312,  -1.212696380,
2456308.291666667,A,m, 64.76596, 20.75255,   3.7555, 38.4067,  4.1213144730,  -0.209802003,
2456308.333333333, ,m, 64.76362, 20.75236, 345.9896, 37.2426,  5.1240523146,   0.793092467,
2456308.375000000, , , 64.76129, 20.75215, 329.9041, 32.3601,  6.1267901558,   1.795986409,
2456308.416666667, , , 64.75898, 20.75194, 316.5453, 24.5934,  7.1295279969,   2.798879210,
2456308.458333333, , , 64.75670, 20.75171, 305.7659, 14.8426,  8.1322658376,   3.801770308,
2456308.500000000, , , 64.75446, 20.75148, 296.9399,  3.7941,  9.1350036782,   4.804659231,
2456308.541666667, , , 64.75225, 20.75125, 289.4135, -8.0931, 10.1377415186,   5.807545625,
2456308.583333333, , , 64.75009, 20.75102, 282.6083,-20.5185, 11.1404793588,   6.810429285,
2456308.625000000,N, , 64.74797, 20.75080, 275.9518,-33.2736, 12.1432171990,   7.813310164,
2456308.666666667,*, , 64.74588, 20.75058, 268.6685,-46.1855, 13.1459550390,   8.816188377,
2456308.708333333,*, , 64.74383, 20.75036, 259.1484,-59.0369, 14.1486928789,   9.819064193,
2456308.750000000,*, , 64.74180, 20.75016, 242.1278,-71.2738, 15.1514307188,  10.821938019,
2456308.791666667,*, , 64.73979, 20.74998, 193.9843,-79.7826, 16.1541685587,  11.824810396,
2456308.833333333,*, , 64.73779, 20.74980, 128.7736,-75.0588, 17.1569063986, -11.172318078,
2456308.875000000,*,m, 64.73579, 20.74964, 105.4101,-63.4369, 18.1596442385, -10.169446871,
2456308.916666667,*,m, 64.73377, 20.74948,  94.2685,-50.6974, 19.1623820785,  -9.166575313,
2456308.958333333,*,m, 64.73174, 20.74934,  86.4696,-37.7754, 20.1651199186,  -8.163702845,
2456309.000000000,*,m, 64.72968, 20.74920,  79.7040,-24.9458, 21.1678577588,  -7.160829000,
2456309.041666667,*,m, 64.72760, 20.74907,  73.0200,-12.3844, 22.1705955991,  -6.157953430,
2456309.083333333,*,m, 64.72549, 20.74894,  65.8087, -0.2807, 23.1733334395,  -5.155075935,
2456309.125000000,*,m, 64.72335, 20.74881,  57.5074, 11.1037,  0.1760712802,  -4.152196474,
2456309.166666667,*,m, 64.72118, 20.74868,  47.4885, 21.3736,  1.1788091210,  -3.149315168,
2456309.208333333,*,m, 64.71899, 20.74853,  35.0868, 29.9280,  2.1815469621,  -2.146432293,
2456309.250000000,C,m, 64.71680, 20.74838,  19.9089, 35.9272,  3.1842848034,  -1.143548259,
2456309.291666667,A,m, 64.71459, 20.74822,   2.5195, 38.4598,  4.1870226450,  -0.140663583,
2456309.333333333, ,m, 64.71239, 20.74805, 344.8055, 37.0220,  5.1897604869,   0.862221146,
2456309.375000000, , , 64.71021, 20.74786, 328.8902, 31.9101,  6.1924983291,   1.865105306,
2456309.416666667, , , 64.70805, 20.74767, 315.7228, 23.9791,  7.1952361717,   2.867988288,
2456309.458333333, , , 64.70592, 20.74747, 305.0997, 14.1193,  8.1979740145,   3.870869537,
2456309.500000000, , , 64.70382, 20.74726, 296.3833,  3.0003,  9.2007118578,   4.873748586,
2456309.541666667, , , 64.70177, 20.74706, 288.9243, -8.9325, 10.2034497015,   5.876625094,
2456309.583333333, , , 64.69975, 20.74685, 282.1481,-21.3866, 11.2061875455,   6.879498864,
2456309.625000000,N, , 64.69778, 20.74665, 275.4773,-34.1580, 12.2089253901,   7.882369860,
2456309.666666667,*, , 64.69584, 20.74645, 268.1074,-47.0739, 13.2116632350,   8.885238206,
2456309.708333333,*, , 64.69394, 20.74626, 258.3172,-59.9082, 14.2144010805,   9.888104181,
2456309.750000000,*, , 64.69206, 20.74609, 240.2951,-72.0516, 15.2171389264,  10.890968195,
2456309.791666667,*, , 64.69019, 20.74592, 188.5656,-79.9528, 16.2198767728,  11.893830803,
2456309.833333333,*, , 64.68834, 20.74577, 126.2738,-74.3502, 17.2226146197, -11.103307416,
2456309.875000000,*, , 64.68648, 20.74563, 104.4392,-62.5753, 18.2253524672, -10.100445914,
2456309.916666667,*,m, 64.68461, 20.74550,  93.6714,-49.8084, 19.2280903152,  -9.097584030,
2456309.958333333,*,m, 64.68272, 20.74538,  85.9901,-36.8863, 20.2308281637,  -8.094721212,
2456310.000000000,*,m, 64.68081, 20.74527,  79.2533,-24.0697, 21.2335660129,  -7.091857002,
2456310.041666667,*,m, 64.67887, 20.74516,  72.5507,-11.5331, 22.2363038626,  -6.088991064,
2456310.083333333,*,m, 64.67690, 20.74505,  65.2827,  0.5308, 23.2390417130,  -5.086123207,
2456310.125000000,*,m, 64.67490, 20.74495,  56.8843, 11.8533,  0.2417795639,  -4.083253402,
2456310.166666667,*,m, 64.67288, 20.74483,  46.7222, 22.0276,  1.2445174155,  -3.080381780,
2456310.208333333,*,m, 64.67084, 20.74471,  34.1355, 30.4360,  2.2472552677,  -2.077508624,
2456310.250000000,C,m, 64.66879, 20.74458,  18.7713, 36.2251,  3.2499931206,  -1.074634352,
2456310.291666667,A,m, 64.66674, 20.74444,   1.2859, 38.4930,  4.2527309742,  -0.071759485,
2456310.333333333, ,m, 64.66469, 20.74429, 343.6344, 36.7840,  5.2554688284,   0.931115387,
2456310.375000000, ,m, 64.66265, 20.74413, 327.8934, 31.4478,  6.2582066833,   1.933989644,
2456310.416666667, , , 64.66064, 20.74396, 314.9156, 23.3574,  7.2609445390,   2.936862683,
2456310.458333333, , , 64.65866, 20.74378, 304.4452, 13.3923,  8.2636823953,   3.939733953,
2456310.500000000, , , 64.65671, 20.74360, 295.8349,  2.2050,  9.2664202524,   4.942603000,
2456310.541666667, , , 64.65481, 20.74342, 288.4404, -9.7717, 10.2691581102,   5.945469493,
2456310.583333333, , , 64.65294, 20.74324, 281.6906,-22.2536, 11.2718959687,   6.948333245,
2456310.625000000,N, , 64.65112, 20.74306, 275.0018,-35.0404, 12.2746338281,   7.951194233,
2456310.666666667,*, , 64.64933, 20.74288, 267.5385,-47.9592, 13.2773716882,   8.954052593,
2456310.708333333,*, , 64.64758, 20.74272, 257.4566,-60.7742, 14.2801095491,   9.956908613,
2456310.750000000,*, , 64.64584, 20.74257, 238.3287,-72.8124, 15.2828474107,  10.959762710,
2456310.791666667,*, , 64.64413, 20.74243, 183.0325,-80.0391, 16.2855852732,  11.962615451,
2456310.833333333,*, , 64.64242, 20.74230, 123.9781,-73.6225, 17.2883231365, -11.034532602,
2456310.875000000,*, , 64.64070, 20.74218, 103.5135,-61.7133, 18.2910610007, -10.031680884,
2456310.916666667,*, , 64.63898, 20.74208,  93.0884,-48.9220, 19.2937988657,  -9.028828742,
2456310.958333333,*,m, 64.63724, 20.74198,  85.5156,-36.0009, 20.2965367315,  -8.025975632,
2456311.000000000,*,m, 64.63547, 20.74189,  78.8037,-23.1982, 21.2992745982,  -7.023121105,
2456311.041666667,*,m, 64.63368, 20.74181,  72.0799,-10.6872, 22.3020124657,  -6.020264834,
2456311.083333333,*,m, 64.63185, 20.74173,  64.7528,  1.3358, 23.3047503341,  -5.017406640,
2456311.125000000,*,m, 64.63000, 20.74164,  56.2546, 12.5948,  0.3074882034,  -4.014546503,
2456311.166666667,*,m, 64.62813, 20.74155,  45.9466, 22.6709,  1.3102260737,  -3.011684567,
2456311.208333333,*,m, 64.62623, 20.74145,  33.1735, 30.9297,  2.3129639448,  -2.008821124,
2456311.250000000,C,m, 64.62433, 20.74135,  17.6266, 36.5047,  3.3157018168,  -1.005956599,
2456311.291666667,A,m, 64.62242, 20.74123,   0.0554, 38.5066,  4.3184396897,  -0.003091517,
2456311.333333333, ,m, 64.62052, 20.74110, 342.4769, 36.5290,  5.3211775636,   0.999773528,
2456311.375000000, ,m, 64.61863, 20.74096, 326.9136, 30.9736,  6.3239154384,   2.002637919,
2456311.416666667, , , 64.61677, 20.74082, 314.1235, 22.7287,  7.3266533141,   3.005501055,
2456311.458333333, , , 64.61494, 20.74066, 303.8020, 12.6617,  8.3293911909,   4.008362392,
2456311.500000000, , , 64.61314, 20.74050, 295.2945,  1.4085,  9.3321290685,   5.011221483,
2456311.541666667, , , 64.61139, 20.74034, 287.9616,-10.6106, 10.3348669471,   6.014078005,
2456311.583333333, , , 64.60967, 20.74018, 281.2355,-23.1192, 11.3376048266,   7.016931785,
2456311.625000000,N, , 64.60800, 20.74003, 274.5252,-35.9205, 12.3403427071,   8.019782807,
2456311.666666667,*, , 64.60636, 20.73988, 266.9610,-48.8413, 13.3430805886,   9.022631218,
2456311.708333333,*, , 64.60475, 20.73974, 256.5641,-61.6344, 14.3458184711,  10.025477313,
2456311.750000000,*, , 64.60317, 20.73961, 236.2140,-73.5543, 15.3485563545,  11.028321518,
2456311.791666667,*, , 64.60160, 20.73950, 177.4721,-80.0401, 16.3512942389, -11.968835592,
2456311.833333333,*, , 64.60003, 20.73939, 121.8644,-72.8788, 17.3540321243, -10.965993473,
2456311.875000000,*, , 64.59847, 20.73930, 102.6289,-60.8512, 18.3567700106,  -9.963151541,
2456311.916666667,*, , 64.59689, 20.73922,  92.5184,-48.0384, 19.3595078980,  -8.960309155,
2456311.958333333,*, , 64.59529, 20.73915,  85.0457,-35.1194, 20.3622457863,  -7.957465777,
2456312.000000000,*,m, 64.59367, 20.73908,  78.3549,-22.3312, 21.3649836756,  -6.954620965,
2456312.041666667,*,m, 64.59202, 20.73902,  71.6074, -9.8467, 22.3677215659,  -5.951774404,
2456312.083333333,*,m, 64.59034, 20.73896,  64.2188,  2.1342, 23.3704594572,  -4.948925925,
2456312.125000000,*,m, 64.58864, 20.73890,  55.6182, 13.3280,  0.3731973495,  -3.946075519,
2456312.166666667,*,m, 64.58691, 20.73883,  45.1617, 23.3032,  1.3759352427,  -2.943223338,
2456312.208333333,*,m, 64.58516, 20.73876,  32.2012, 31.4087,  2.3786731370,  -1.940369682,
2456312.250000000,C,m, 64.58341, 20.73867,  16.4756, 36.7661,  3.3814110322,  -0.937514981,
2456312.291666667,A,m, 64.58165, 20.73858, 358.8290, 38.5006,  4.3841489285,   0.065340233,
2456312.333333333, ,m, 64.57989, 20.73848, 341.3335, 36.2575,  5.3868868257,   1.068195370,
2456312.375000000, ,m, 64.57816, 20.73836, 325.9509, 30.4881,  6.3896247239,   2.071049812,
2456312.416666667, ,m, 64.57644, 20.73824, 313.3460, 22.0932,  7.3923626231,   3.073902963,
2456312.458333333, , , 64.57476, 20.73811, 303.1699, 11.9278,  8.3951005232,   4.076754289,
2456312.500000000, , , 64.57312, 20.73797, 294.7618,  0.6109,  9.3978384244,   5.079603350,
2456312.541666667, , , 64.57151, 20.73783, 287.4878,-11.4492, 10.4005763265,   6.082449835,
2456312.583333333, , , 64.56995, 20.73770, 280.7826,-23.9834, 11.4033142296,   7.085293581,
2456312.625000000,N, , 64.56842, 20.73757, 274.0471,-36.7985, 12.4060521336,   8.088134585,
2456312.666666667,*, , 64.56693, 20.73744, 266.3744,-49.7201, 13.4087900387,   9.090973002,
2456312.708333333,*, , 64.56547, 20.73733, 255.6368,-62.4887, 14.4115279447,  10.093809137,
2456312.750000000,*, , 64.56404, 20.73722, 233.9348,-74.2752, 15.4142658516,  11.096643421,
2456312.791666667,*, , 64.56262, 20.73713, 171.9744,-79.9567, 16.4170037595, -11.900523559,
2456312.833333333,*, , 64.56120, 20.73705, 119.9129,-72.1214, 17.4197416684, -10.897691279,
2456312.875000000,*, , 64.55978, 20.73699, 101.7817,-59.9895, 18.4224795782,  -9.894859136,
2456312.916666667,*, , 64.55835, 20.73693,  91.9605,-47.1576, 19.4252174890,  -8.892026501,
2456312.958333333,*, , 64.55690, 20.73688,  84.5801,-34.2417, 20.4279554006,  -7.889192844,
2456313.000000000,*, , 64.55542, 20.73684,  77.9067,-21.4688, 21.4306933132,  -6.886357733,
2456313.041666667,*,m, 64.55392, 20.73680,  71.1329, -9.0116, 22.4334312268,  -5.883520863,
2456313.083333333,*,m, 64.55238, 20.73677,  63.6805,  2.9260, 23.4361691412,  -4.880682076,
2456313.125000000,*,m, 64.55083, 20.73673,  54.9750, 14.0528,  0.4389070566,  -3.877841375,
2456313.166666667,*,m, 64.54924, 20.73668,  44.3673, 23.9243,  1.4416449729,  -2.874998922,
2456313.208333333,*,m, 64.54764, 20.73663,  31.2185, 31.8729,  2.4443828900,  -1.872155027,
2456313.250000000,C,m, 64.54603, 20.73657,  15.3188, 37.0090,  3.4471208080,  -0.869310128,
2456313.291666667,A,m, 64.54442, 20.73650, 357.6075, 38.4753,  4.4498587270,   0.133535240,
2456313.333333333, ,m, 64.54282, 20.73642, 340.2046, 35.9698,  5.4525966468,   1.136380484,
2456313.375000000, ,m, 64.54123, 20.73633, 325.0050, 29.9915,  6.4553345674,   2.139224989,
2456313.416666667, ,m, 64.53967, 20.73623, 312.5829, 21.4515,  7.4580724889,   3.142068162,
2456313.458333333, ,m, 64.53813, 20.73612, 302.5485, 11.1908,  8.4608104113,   4.144909474,
2456313.500000000, , , 64.53664, 20.73601, 294.2366, -0.1876,  9.4635483345,   5.147748495,
2456313.541666667, , , 64.53519, 20.73589, 287.0187,-12.2874, 10.4662862586,   6.150584924,
2456313.583333333, , , 64.53377, 20.73578, 280.3317,-24.8462, 11.4690241834,   7.153418608,
2456313.625000000,N, , 64.53240, 20.73568, 273.5673,-37.6741, 12.4717621091,   8.156249555,
2456313.666666667,*, , 64.53106, 20.73558, 265.7779,-50.5956, 13.4745000356,   9.159077930,
2456313.708333333,*, , 64.52975, 20.73549, 254.6716,-63.3366, 14.4772379629,  10.161904045,
2456313.750000000,*, , 64.52847, 20.73541, 231.4735,-74.9725, 15.4799758910,  11.164728341,
2456313.791666667,*, , 64.52719, 20.73534, 166.6232,-79.7918, 16.4827138198, -11.832448589,
2456313.833333333,*, , 64.52592, 20.73529, 118.1059,-71.3528, 17.4854517494, -10.829626235,
2456313.875000000,*, , 64.52465, 20.73524, 100.9687,-59.1284, 18.4881896798,  -9.826803978,
2456313.916666667,*, , 64.52337, 20.73521,  91.4139,-46.2799, 19.4909276110,  -8.823981199,
2456313.958333333,*, , 64.52206, 20.73519,  84.1184,-33.3680, 20.4936655428,  -7.821157374,
2456314.000000000,*, , 64.52073, 20.73517,  77.4590,-20.6111, 21.4964034754,  -6.818332080,
2456314.041666667,*, , 64.51938, 20.73516,  70.6566, -8.1820, 22.4991414087,  -5.815505020,
2456314.083333333,*,m, 64.51799, 20.73515,  63.1379,  3.7111, 23.5018793428,  -4.812676046,
2456314.125000000,*,m, 64.51658, 20.73513,  54.3248, 14.7690,  0.5046172775,  -3.809845173,
2456314.166666667,*,m, 64.51515, 20.73511,  43.5634, 24.5341,  1.5073552129,  -2.807012570,
2456314.208333333,*,m, 64.51369, 20.73508,  30.2258, 32.3220,  2.5100931490,  -1.804178555,
2456314.250000000,C,m, 64.51223, 20.73504,  14.1568, 37.2334,  3.5128310857,  -0.801343571,
2456314.291666667,A,m, 64.51077, 20.73499, 356.3917, 38.4309,  4.5155690231,   0.201491845,
2456314.333333333, ,m, 64.50932, 20.73494, 339.0904, 35.6664,  5.5183069611,   1.204327097,
2456314.375000000, ,m, 64.50788, 20.73487, 324.0759, 29.4845,  6.5210448998,   2.207161574,
2456314.416666667, ,m, 64.50647, 20.73479, 311.8340, 20.8037,  7.5237828391,   3.209994689,
2456314.458333333, ,m, 64.50509, 20.73471, 301.9377, 10.4509,  8.5265207790,   4.212825919,
2456314.500000000, , , 64.50375, 20.73462, 293.7187, -0.9870,  9.5292587195,   5.215654844,
2456314.541666667, , , 64.50244, 20.73453, 286.5542,-13.1249, 10.5319966605,   6.218481172,
2456314.583333333, , , 64.50118, 20.73444, 279.8827,-25.7074, 11.5347346021,   7.221304762,
2456314.625000000,N, , 64.49996, 20.73436, 273.0855,-38.5474, 12.5374725443,   8.224125631,
2456314.666666667,*, , 64.49877, 20.73429, 265.1706,-51.4674, 13.5402104871,   9.226943954,
2456314.708333333,*, , 64.49761, 20.73422, 253.6649,-64.1779, 14.5429484303,  10.229760052,
2456314.750000000,*, , 64.49647, 20.73417, 228.8116,-75.6434, 15.5456863741,  11.232574370,
2456314.791666667,*, , 64.49535, 20.73412, 161.4888,-79.5501, 16.5484243184, -11.764612490,
2456314.833333333,*, , 64.49423, 20.73409, 116.4277,-70.5746, 17.5511622632, -10.761800035,
2456314.875000000,*, , 64.49310, 20.73408, 100.1870,-58.2683, 18.5539002085,  -9.758987631,
2456314.916666667,*, , 64.49197, 20.73407,  90.8778,-45.4053, 19.5566381542,  -8.756174671,
2456314.958333333,*, , 64.49081, 20.73407,  83.6603,-32.4983, 20.5593761004,  -7.753360639,
2456315.000000000,*, , 64.48963, 20.73408,  77.0115,-19.7581, 21.5621140470,  -6.750545120,
2456315.041666667,*, , 64.48842, 20.73409,  70.1780, -7.3581, 22.5648519941,  -5.747727830,
2456315.083333333,*,m, 64.48718, 20.73410,  62.5909,  4.4894, 23.5675899415,  -4.744908632,
2456315.125000000,*,m, 64.48591, 20.73411,  53.6675, 15.4765,  0.5703278894,  -3.742087550,
2456315.166666667,*,m, 64.48463, 20.73411,  42.7500, 25.1324,  1.5730658377,  -2.739264766,
2456315.208333333,*,m, 64.48332, 20.73410,  29.2232, 32.7560,  2.5758037863,  -1.736440605,
2456315.250000000,C,m, 64.48201, 20.73409,  12.9905, 37.4393,  3.5785417353,  -0.733615516,
2456315.291666667,A,m, 64.48070, 20.73407, 355.1825, 38.3676,  4.5812796847,   0.269209959,
2456315.333333333, ,m, 64.47939, 20.73403, 337.9915, 35.3479,  5.5840176343,   1.272035224,
2456315.375000000, ,m, 64.47811, 20.73399, 323.1633, 28.9674,  6.5867555843,   2.274859670,
2456315.416666667, ,m, 64.47685, 20.73393, 311.0988, 20.1503,  7.5894935346,   3.277682714,
2456315.458333333, ,m, 64.47562, 20.73387, 301.3370,  9.7084,  8.5922314852,   4.280503842,
2456315.500000000, ,m, 64.47443, 20.73381, 293.2080, -1.7870,  9.5949694361,   5.283322642,
2456315.541666667, , , 64.47328, 20.73374, 286.0942,-13.9619, 10.5977073872,   6.286138833,
2456315.583333333, , , 64.47217, 20.73368, 279.4354,-26.5671, 11.6004453386,   7.288952284,
2456315.625000000,N, , 64.47109, 20.73362, 272.6014,-39.4182, 12.6031832902,   8.291763024,
2456315.666666667,*, , 64.47006, 20.73357, 264.5517,-52.3357, 13.6059212420,   9.294571237,
2456315.708333333,*, , 64.46905, 20.73353, 252.6129,-65.0120, 14.6086591941,  10.297377253,
2456315.750000000,*, , 64.46806, 20.73350, 225.9299,-76.2845, 15.6113971463,  11.300181525,
2456315.791666667,*, , 64.46709, 20.73349, 156.6234,-79.2377, 16.6141350987, -11.697015339,
2456315.833333333,*, , 64.46612, 20.73348, 114.8645,-69.7886, 17.6168730512, -10.694212856,
2456315.875000000,*, , 64.46514, 20.73349,  99.4339,-57.4094, 18.6196110039,  -9.691410381,
2456315.916666667,*, , 64.46415, 20.73351,  90.3514,-44.5339, 19.6223489568,  -8.688607317,
2456315.958333333,*, , 64.46314, 20.73353,  83.2056,-31.6326, 20.6250869097,  -7.685803153,
2456316.000000000,*, , 64.46211, 20.73356,  76.5642,-18.9099, 21.6278248627,  -6.682997483,
2456316.041666667,*, , 64.46104, 20.73360,  69.6973, -6.5398, 22.6305628158,  -5.680190032,
2456316.083333333,*, , 64.45995, 20.73363,  62.0393,  5.2607, 23.6333007690,  -4.677380674,
2456316.125000000,*,m, 64.45884, 20.73366,  53.0030, 16.1751,  0.6360387222,  -3.674569442,
2456316.166666667,*,m, 64.45770, 20.73369,  41.9271, 25.7190,  1.6387766754,  -2.671756527,
2456316.208333333,*,m, 64.45654, 20.73371,  28.2111, 33.1745,  2.6415146287,  -1.668942263,
2456316.250000000,C,m, 64.45538, 20.73372,  11.8204, 37.6266,  3.6442525820,  -0.666127105,
2456316.291666667,A,m, 64.45422, 20.73372, 353.9805, 38.2858,  4.6469905352,   0.336688405,
2456316.333333333, ,m, 64.45306, 20.73370, 336.9079, 35.0145,  5.6497284884,   1.339503668,
2456316.375000000, ,m, 64.45193, 20.73368, 322.2672, 28.4407,  6.6524664416,   2.342318078,
2456316.416666667, ,m, 64.45082, 20.73365, 310.3772, 19.4914,  7.6552043948,   3.345131056,
2456316.458333333, ,m, 64.44974, 20.73362, 300.7463,  8.9635,  8.6579423478,   4.347942096,
2456316.500000000, ,m, 64.44870, 20.73358, 292.7040, -2.5875,  9.6606803007,   5.350750792,
2456316.541666667, ,m, 64.44770, 20.73354, 285.6383,-14.7980, 10.6634182535,   6.353556876,
2456316.583333333, , , 64.44675, 20.73350, 278.9896,-27.4250, 11.6661562062,   7.356360225,
2456316.625000000,N, , 64.44583, 20.73347, 272.1146,-40.2865, 12.6688941588,   8.359160877,
2456316.666666667,*, , 64.44494, 20.73344, 263.9203,-53.2002, 13.6716321111,   9.361959027,
2456316.708333333,*, , 64.44408, 20.73342, 251.5112,-65.8385, 14.6743700634,  10.364755010,
2456316.750000000,*, , 64.44324, 20.73342, 222.8089,-76.8920, 15.6771080154,  11.367549286,
2456316.791666667,*, , 64.44242, 20.73343, 152.0599,-78.8614, 16.6798459672, -11.629657535,
2456316.833333333,*, , 64.44160, 20.73345, 113.4041,-68.9961, 17.6825839188, -10.626864979,
2456316.875000000,*, , 64.44077, 20.73348,  98.7073,-56.5520, 18.6853218701,  -9.624072392,
2456316.916666667,*, , 64.43993, 20.73352,  89.8340,-43.6657, 19.6880598212,  -8.621279186,
2456316.958333333,*, , 64.43906, 20.73357,  82.7539,-30.7711, 20.6907977720,  -7.618484861,
2456317.000000000,*, , 64.43818, 20.73363,  76.1169,-18.0666, 21.6935357226,  -6.615689019,
2456317.041666667,*, , 64.43726, 20.73369,  69.2142, -5.7272, 22.6962736729,  -5.612891394,
2456317.083333333,*, , 64.43632, 20.73374,  61.4829,  6.0250, 23.6990116228,  -4.610091872,
2456317.125000000,*, , 64.43535, 20.73380,  52.3313, 16.8648,  0.7017495724,  -3.607290497,
2456317.166666667,*,m, 64.43436, 20.73385,  41.0945, 26.2938,  1.7044875217,  -2.604487469,
2456317.208333333,*,m, 64.43335, 20.73389,  27.1897, 33.5775,  2.7072254706,  -1.601683129,
2456317.250000000,C,m, 64.43234, 20.73392,  10.6474, 37.7953,  3.7099634192,  -0.598877936,
2456317.291666667,A,m, 64.43133, 20.73395, 352.7867, 38.1856,  4.7127013673,   0.403927562,
2456317.333333333, ,m, 64.43032, 20.73396, 335.8400, 34.6668,  5.7154393151,   1.406732769,
2456317.375000000, ,m, 64.42934, 20.73396, 321.3874, 27.9048,  6.7181772624,   2.409537081,
2456317.416666667, ,m, 64.42838, 20.73396, 309.6688, 18.8275,  7.7209152093,   3.412339926,
2456317.458333333, ,m, 64.42746, 20.73394, 300.1653,  8.2163,  8.7236531558,   4.415140803,
2456317.500000000, ,m, 64.42657, 20.73393, 292.2067, -3.3884,  9.7263911018,   5.417939320,
2456317.541666667, ,m, 64.42573, 20.73391, 285.1865,-15.6333, 10.7291290473,   6.420735216,
2456317.583333333, ,m, 64.42492, 20.73390, 278.5451,-28.2812, 11.7318669923,   7.423528381,
2456317.625000000,N, , 64.42415, 20.73389, 271.6249,-41.1523, 12.7346049368,   8.426318866,
2456317.666666667,*, , 64.42342, 20.73389, 263.2754,-54.0609, 13.7373428807,   9.429106872,
2456317.708333333,*, , 64.42271, 20.73390, 250.3551,-66.6571, 14.7400808241,  10.431892745,
2456317.750000000,*, , 64.42203, 20.73392, 219.4308,-77.4619, 15.7428187670,  11.434676952,
2456317.791666667,*, , 64.42135, 20.73395, 147.8136,-78.4281, 16.7455567092, -11.562539894,
2456317.833333333,*, , 64.42068, 20.73400, 112.0358,-68.1981, 17.7482946508, -10.559757324,
2456317.875000000,*, , 64.42000, 20.73405,  98.0048,-55.6962, 18.7510325919,  -9.556974678,
2456317.916666667,*, , 64.41930, 20.73412,  89.3251,-42.8009, 19.7537705322,  -8.554191377,
2456317.958333333,*, , 64.41859, 20.73420,  82.3050,-29.9137, 20.7565084719,  -7.551406925,
2456318.000000000,*, , 64.41785, 20.73428,  75.6694,-17.2281, 21.7592464109,  -6.548620936,
2456318.041666667,*, , 64.41708, 20.73436,  68.7287, -4.9205, 22.7619843492,  -5.545833152,
2456318.083333333,*, , 64.41629, 20.73444,  60.9218,  6.7823, 23.7647222868,  -4.543043471,
2456318.125000000,*, , 64.41547, 20.73452,  51.6522, 17.5454,  0.7674602236,  -3.540251947,
2456318.166666667,*, , 64.41462, 20.73459,  40.2525, 26.8565,  1.7701981597,  -2.537458787,
2456318.208333333,*,m, 64.41377, 20.73466,  26.1593, 33.9647,  2.7729360949,  -1.534664343,
2456318.250000000,C,m, 64.41290, 20.73471,   9.4721, 37.9454,  3.7756740295,  -0.531869078,
2456318.291666667,A,m, 64.41204, 20.73476, 351.6016, 38.0674,  4.7784119632,   0.470926457,
2456318.333333333, ,m, 64.41119, 20.73480, 334.7879, 34.3052,  5.7811498960,   1.473721666,
2456318.375000000, ,m, 64.41036, 20.73482, 320.5235, 27.3600,  6.7838878280,   2.476515945,
2456318.416666667, ,m, 64.40955, 20.73484, 308.9732, 18.1588,  7.7866257592,   3.479308727,
2456318.458333333, ,m, 64.40878, 20.73485, 299.5937,  7.4671,  8.7893636894,   4.482099520,
2456318.500000000, ,m, 64.40804, 20.73486, 291.7159, -4.1895,  9.7921016188,   5.484887938,
2456318.541666667, ,m, 64.40735, 20.73487, 284.7386,-16.4676, 10.7948395473,   6.487673730,
2456318.583333333, ,m, 64.40669, 20.73488, 278.1017,-29.1356, 11.7975774748,   7.490456797,
2456318.625000000,N,m, 64.40608, 20.73490, 271.1317,-42.0153, 12.8003154014,   8.493237197,
2456318.666666667,*, , 64.40549, 20.73492, 262.6158,-54.9176, 13.8030533271,   9.496015143,
2456318.708333333,*, , 64.40494, 20.73495, 249.1392,-67.4669, 14.8057912518,  10.498790983,
2456318.750000000,*, , 64.40440, 20.73500, 215.7799,-77.9893, 15.8085291756,  11.501565195,
